q-crq|vbz Who's
n1 alarm
, ,
po22 Your
j-vvn bedded
n1 hair
, ,
av-j like
n1 life
p-acp in
n2 excrements
, ,
vvb Start
a-acp up
, ,
cc and
vvb stand
dt an
n1 end
. .
uh O
j gentle
n1 son
, ,
p-acp Upon
dt the
n1 heat
cc and
n1 flame
pp-f of
po21 thy
n1 distemper
vvb Sprinkle
j cool
n1 patience
. .
c-crq Whereon
vdb do
pn22 you
vvi look
? ?
p-acp On
pno31 him
, ,
p-acp on
pno31 him
! !
vvb Look
pn22 you
, ,
c-crq how
j pale
pns31 he
vvz glares
! !
po31 His
n1 form
cc and
n1 cause
vvn conjoined
, ,
vvg preaching
p-acp to
n2 stones
, ,
vmd Would
vvi make
pno32 them
j capable
. .
vdb Do
xx not
vvi look
p-acp upon
pno11 me
; ;
cs Lest
pp with
d this
j piteous
n1 action
pn22 you
vvb convert
po11 My
j stern
n2 effects
: :
av then
r-crq what
pns11 I
vhb have
pc-acp to
vdi do
vmb Will
vvi want
j true
n1 colour
; ;
n2 tears
av perchance
p-acp for
n1 blood
. .
p-acp To
q-crq whom
vdb do
pn22 you
vvi speak
d this
? ?
vdb Do
pn22 you
vvi see
pix nothing
a-acp there
? ?
pix Nothing
pp at
av-d all
; ;
av yet
d all
cst that
vbz is
pns11 I
vvb see
. .
ccx Nor
vdd did
pn22 you
pix nothing
vvi hear
? ?
uh-dx No
, ,
pix nothing
p-acp but
px12 ourselves
. .
uh-crq Why
, ,
vvb look
pn22 you
a-acp there
vvb look
, ,
c-crq how
pn31 it
vvz steals
av away
! !
po11 My
n1 father
, ,
p-acp in
po31 his
n1 habit
c-acp as
pns31 he
vvd lived
! !
vvb Look
, ,
c-crq where
pns31 he
vvz goes
, ,
av-j even
av now
, ,
av out
pp at
dt the
n1 portal
! !
d This
vbz is
dt the
j very
n1 coinage
pp-f of
po22 your
n1 brain
: :
d This
j bodiless
n1 creation
n1 ecstasy
vbz Is
av very
j-jn cunning
p-acp in
. .
n1 Ecstasy
! !
po11 My
n1 pulse
, ,
c-acp as
png22 yours
, ,
vdz doth
av-j temperately
vvi keep
n1 time
, ,
cc And
vvz makes
a-acp as
j healthful
n1 music
: :
pn31 it
vbz is
xx not
n1 madness
cst That
pns11 I
vhb have
vvn uttered
: :
vvb bring
pno11 me
p-acp to
dt the
n1 test
, ,
cc And
pns11 I
dt the
n1 matter
vmb will
vvi re-word
; ;
r-crq which
n1 madness
vmd Would
vvi gambol
pp from
. .
n1 Mother
, ,
p-acp for
n1 love
pp-f of
n1 grace
, ,
vvb Lay
xx not
d that
j-vvg flattering
n1 unction
p-acp to
po22 your
n1 soul
, ,
cst That
xx not
po22 your
n1 trespass
, ,
cc-acp but
po11 my
n1 madness
vvz speaks
: :
pn31 It
vmb will
p-acp but
n1 skin
cc and
n1 film
dt the
j ulcerous
n1 place
, ,
cs Whiles
j rank
n1 corruption
, ,
vvg mining
d all
a-acp within
, ,
vvz Infects
j unseen
. .
vvb Confess
px21 yourself
p-acp to
n1 heaven
; ;
vvb Repent
q-crq|vbz what's
j past
; ;
vvb avoid
r-crq what
vbz is
pc-acp to
vvi come
; ;
cc And
vdb do
xx not
vvi spread
dt the
n1 compost
p-acp on
dt the
n2 weeds
, ,
pc-acp To
vvi make
pno32 them
jc ranker
. .
vvb Forgive
pno11 me
d this
po11 my
n1 virtue
; ;
p-acp For
p-acp in
dt the
n1 fatness
pp-f of
d these
j pursy
n2 times
n1 Virtue
px31 itself
pp-f of
n1 vice
vmb must
vvi pardon
vvi beg
, ,
uh Yea
, ,
vvb curb
cc and
vvb woo
p-acp for
n1 leave
pc-acp to
vdi do
pno31 him
j good
. .
uh O
np1 Hamlet
, ,
pns21 thou
vh2 hast
vvn cleft
po11 my
n1 heart
p-acp in
crd twain
. .
uh O
, ,
vvb throw
av away
dt the
av-jc worser
n1 part
pp-f of
pn31 it
, ,
cc And
vvb live
dt the
jc purer
pp with
dt the
j-jn other
n-jn half
. .
j Good
n1 night
: :
cc-acp but
vvb go
xx not
p-acp to
po11 my
ng1 uncle's
n1 bed
; ;
vvb Assume
dt a
n1 virtue
, ,
cs if
pn22 you
vhb have
pn31 it
xx not
. .
d That
n1 monster
, ,
n1 custom
, ,
r-crq who
av-d all
n1 sense
vdz doth
vvi eat
, ,
pp-f Of
n2 habits
n1 devil
, ,
vbz is
n1 angel
av yet
p-acp in
d this
, ,
cst That
p-acp to
dt the
n1 use
pp-f of
n2 actions
j fair
cc and
j good
pns31 He
av likewise
vvz gives
dt a
n1 frock
cc or
n1 livery
, ,
cst That
av-j aptly
vbz is
vvn put
a-acp on
. .
vvb Refrain
av-an to-night
, ,
cc And
d that
vmb shall
vvi lend
dt a
n1 kind
pp-f of
n1 easiness
p-acp To
dt the
ord next
n1 abstinence
: :
dt the
ord next
av-dc more
j easy
; ;
p-acp For
n1 use
av almost
vmb can
vvi change
dt the
n1 stamp
pp-f of
n1 nature
, ,
cc And
av-d either
… …
dt the
n1 devil
, ,
cc or
vvb throw
pno31 him
av out
pp With
j wondrous
n1 potency
. .
a-acp Once
av-dc more
, ,
j good
n1 night
: :
cc And
c-crq when
pn22 you
vbb are
j desirous
pc-acp to
vbi be
vvn blessed
, ,
pns11|vmb I'll
n-vvg blessing
vvi beg
pp-f of
pn22 you
. .
p-acp For
d this
d same
n1 lord
, ,
pns11 I
vdb do
vvi repent
: :
cc-acp but
n1 heaven
vhz hath
vvn pleased
pn31 it
av so
, ,
pc-acp To
vvi punish
pno11 me
pp with
d this
cc and
d this
pp with
pno11 me
, ,
cst That
pns11 I
vmb must
vbi be
po32 their
n1 scourge
cc and
n1 minister
. .
pns11 I
vmb will
vvi bestow
pno31 him
, ,
cc and
vmb will
vvi answer
av well
dt The
n1 death
pns11 I
vvd gave
pno31 him
. .
av So
, ,
av again
, ,
j good
n1 night
. .
pns11 I
vmb must
vbi be
j cruel
, ,
av-j only
pc-acp to
vbi be
j kind
: :
d This
j bad
vvz begins
cc and
av-jc worse
vvz remains
a-acp behind
. .
crd One
n1 word
av-dc more
, ,
j good
n1 lady
. .
q-crq What
vmb shall
pns11 I
vdi do
? ?
xx Not
d this
, ,
p-acp by
dx no
n2 means
, ,
cst that
pns11 I
vvb bid
pn22 you
vdb do
: :
vvb Let
dt the
j bloat
n1 king
vvi tempt
pn22 you
av again
p-acp to
n1 bed
; ;
vvb Pinch
j-jn wanton
p-acp on
po22 your
n1 cheek
; ;
vvb call
pn22 you
po31 his
n1 mouse
; ;
cc And
vvb let
pno31 him
, ,
p-acp for
dt a
n1 pair
pp-f of
j reechy
n2 kisses
, ,
cc Or
vvg paddling
p-acp in
po22 your
n1 neck
pp with
po31 his
j-vvn damned
n2 fingers
, ,
vvb Make
pn22 you
pc-acp to
vvi ravel
d all
d this
n1 matter
av out
, ,
cst That
pns11 I
av-j essentially
vbm am
xx not
p-acp in
n1 madness
, ,
cc-acp But
j mad
p-acp in
n1 craft
. .
pn31|vbd 'Twere
j good
pn22 you
vvb let
pno31 him
vvi know
; ;
c-acp For
r-crq who
, ,
d|vbz that's
p-acp but
dt a
n1 queen
, ,
j fair
, ,
j sober
, ,
j wise
, ,
vmd Would
pp from
dt a
n1 paddock
, ,
pp from
dt a
n1 bat
, ,
dt a
n1 gib
, ,
d Such
j-jn dear
n2-vvg concernings
vvb hide
? ?
q-crq who
vmd would
vdi do
av so
? ?
uh-dx No
, ,
p-acp in
n1 despite
pp-f of
n1 sense
cc and
n1 secrecy
, ,
vvb Unpeg
dt the
n1 basket
p-acp on
dt the
ng1 house's
n1 top
, ,
vvb Let
dt the
n2 birds
vvi fly
, ,
cc and
, ,
av-j like
dt the
j famous
n1 ape
, ,
pc-acp To
vvi try
n2 conclusions
, ,
p-acp in
dt the
n1 basket
vvb creep
, ,
cc And
vvb break
po22 your
d own
n1 neck
a-acp down
. .
vbb Be
pns21 thou
vvn assured
, ,
cs if
n2 words
vbb be
vvn made
pp-f of
n1 breath
, ,
cc And
n1 breath
pp-f of
n1 life
, ,
pns11 I
vhb have
dx no
n1 life
pc-acp to
vvi breathe
q-crq What
pns21 thou
vh2 hast
vvn said
p-acp to
pno11 me
. .
pns11 I
vmb must
p-acp to
np1 England
; ;
pn22 you
vvb know
d that
? ?
uh Alack
, ,
pns11 I
vhd had
vvn forgot
: :
pn31|vbz 'tis
av so
vvn concluded
a-acp on
. .
pc-acp|vbz There's
n2 letters
vvn sealed
: :
cc and
po11 my
crd two
n2 schoolfellows
, ,
r-crq Whom
pns11 I
vmb will
vvi trust
c-acp as
pns11 I
vmb will
n2 adders
vvn fanged
, ,
pns32 They
vvb bear
dt the
n1 mandate
; ;
pns32 they
vmb must
vvi sweep
po11 my
n1 way
, ,
cc And
vvi marshal
pno11 me
p-acp to
n1 knavery
. .
vvb Let
pn31 it
vvi work
; ;
p-acp For
pn31|vbz 'tis
dt the
n1 sport
pc-acp to
vhi have
dt the
n1 enginer
vvn Hoist
pp with
po31 his
d own
n1 petar
: :
cc|pn31 and't
vmb shall
vvi go
av-j hard
cc-acp But
pns11 I
vmb will
vvi delve
crd one
n1 yard
p-acp below
po32 their
n2 mines
, ,
cc And
vvb blow
pno32 them
pp at
dt the
n1 moon
: :
uh O
, ,
pn31|vbz 'tis
av-ds most
j sweet
, ,
c-crq When
p-acp in
crd one
n1 line
crd two
n2 crafts
av-j directly
vvb meet
. .
d This
n1 man
vmb shall
vvi set
pno11 me
vvg packing
: :
pns11|vmb I'll
vvi lug
dt the
n2 guts
pp into
dt the
n1 neighbour
n1 room
. .
n1 Mother
, ,
j good
n1 night
. .
av Indeed
d this
n1 counsellor
vbz Is
av now
av-ds most
j still
, ,
av-ds most
j-jn secret
cc and
av-ds most
j grave
, ,
r-crq Who
vbd was
p-acp in
n1 life
dt a
j foolish
j-vvg prating
n1 knave
. .
vvb Come
, ,
n1 sir
, ,
pc-acp to
vvi draw
pp toward
dt an
n1 end
pp with
pn22 you
. .
j Good
n1 night
, ,
n1 mother
. .
pc-acp|vbz There's
n1 matter
p-acp in
d these
n2 sighs
, ,
d these
j profound
n2 heaves
: :
pn22 You
vmb must
vvi translate
: :
pn31|vbz 'tis
j fit
pns12 we
vvb understand
pno32 them
. .
q-crq Where
vbz is
po22 your
n1 son
? ?
vvb Bestow
d this
n1 place
p-acp on
pno12 us
dt a
j little
n1 while
. .
uh Ah
, ,
po11 mine
d own
n1 lord
, ,
q-crq what
vhb have
pns11 I
vvn seen
av-an to-night
! !
q-crq What
, ,
np1 Gertrude
? ?
q-crq How
vdz does
np1 Hamlet
? ?
j Mad
c-acp as
dt the
n1 sea
cc and
n1 wind
, ,
c-crq when
d both
vvb contend
r-crq Which
vbz is
dt the
jc mightier
: :
p-acp in
po31 his
j lawless
n1 fit
, ,
p-acp Behind
dt the
n1 arras
vvg hearing
pi something
vvi stir
, ,
“ “
vvz Whips
av out
po31 his
n1 rapier
, ,
vvz cries
, ,
“ “
dt A
n1 rat
, ,
dt a
n1 rat
! !
” ”
cc And
, ,
p-acp in
d this
j brainish
n1 apprehension
, ,
vvz kills
dt The
j unseen
j good
j old
n1 man
. .
uh O
j heavy
n1 deed
! !
pn31 It
vhd had
vbn been
av so
pp with
pno12 us
, ,
vhd had
pns12 we
vbn been
a-acp there
: :
po31 His
n1 liberty
vbz is
j full
pp-f of
n2 threats
p-acp to
d all
; ;
p-acp To
pn22 you
px21 yourself
, ,
p-acp to
pno12 us
, ,
p-acp to
d every
pi one
. .
uh Alas
, ,
q-crq how
vmb shall
d this
j bloody
n1 deed
vbi be
vvn answered
? ?
pn31 It
vmb will
vbi be
vvn laid
p-acp to
pno12 us
, ,
r-crq whose
n1 providence
vmd Should
vhi have
vvn kept
j short
, ,
vvn restrained
cc and
av out
pp-f of
n1 haunt
, ,
d This
j mad
j young
n1 man
: :
cc-acp but
av so
d much
vbd was
po12 our
n1 love
, ,
pns12 We
vmd would
xx not
vvi understand
q-crq what
vbd was
av-ds most
j fit
; ;
cc-acp But
, ,
av-j like
dt the
n1 owner
pp-f of
dt a
j foul
n1 disease
, ,
pc-acp To
vvi keep
pn31 it
pp from
vvg divulging
, ,
vvb let
pn31 it
vvi feed
av-j Even
p-acp on
dt the
n1 pith
pp-f of
n1 life
. .
c-crq Where
vbz is
pns31 he
vvn gone
? ?
pc-acp To
vvi draw
av apart
dt the
n1 body
pns31 he
vhz hath
vvn killed
: :
p-acp o'er
r-crq whom
po31 his
j very
n1 madness
, ,
av-j like
d some
n1 ore
p-acp Among
dt a
n1 mineral
pp-f of
n2 metals
j base
, ,
vvz Shows
px31 itself
j pure
; ;
pns31 'a
vvz weeps
p-acp for
r-crq what
vbz is
vdn done
. .
uh O
np1 Gertrude
, ,
vvb come
av away
! !
dt The
n1 sun
av-dx no
av-c sooner
vmb shall
dt the
n2 mountains
vvi touch
, ,
cc-acp But
pns12 we
vmb will
vvi ship
pno31 him
av hence
: :
cc and
d this
j vile
n1 deed
pns12 We
vmb must
, ,
pp with
d all
po12 our
n1 majesty
cc and
n1 skill
, ,
av-d Both
vvb countenance
cc and
n1 excuse
. .
uh Ho
, ,
np1 Guildenstern
! !
n2 Friends
av-d both
, ,
vvb go
vvb join
pn22 you
pp with
d some
jc further
n1 aid
: :
np1 Hamlet
p-acp in
n1 madness
vhz hath
np1 Polonius
vvn slain
, ,
cc And
pp from
po31 his
ng1 mother's
n1 closet
vhz hath
pns31 he
vvn dragged
pno31 him
: :
vvb Go
vvb seek
pno31 him
av out
; ;
vvb speak
j fair
, ,
cc and
vvb bring
dt the
n1 body
pp Into
dt the
n1 chapel
. .
pns11 I
vvb pray
pn22 you
, ,
vvb haste
p-acp in
d this
. .
vvb Come
, ,
np1 Gertrude
, ,
pns12|vmb we'll
vvi call
a-acp up
po12 our
js wisest
n2 friends
; ;
cc And
vvb let
pno32 them
vvi know
, ,
d both
r-crq what
pns12 we
vvb mean
pc-acp to
vdi do
, ,
cc And
q-crq|vbz what's
j untimely
vdn done
… …
r-crq Whose
n1 whisper
p-acp o'er
dt the
ng1 world's
n1 diameter
, ,
a-acp As
j level
c-acp as
dt the
n1 cannon
p-acp to
po31 his
n1 blank
, ,
vvz Transports
po31 his
j-vvn poisoned
n1 shot
, ,
vmb may
vvi miss
po12 our
n1 name
, ,
cc And
vvd hit
dt the
j woundless
n1 air
. .
uh O
, ,
vvb come
av away
! !
po11 My
n1 soul
vbz is
j full
pp-f of
n1 discord
cc and
n1 dismay
. .
av-j Safely
vvn stowed
. .
np1 Hamlet
! !
n1 Lord
np1 Hamlet
! !
cc-acp But
j soft
, ,
q-crq what
n1 noise
? ?
q-crq who
vvz calls
p-acp on
np1 Hamlet
? ?
uh O
, ,
av here
pns32 they
vvb come
. .
q-crq What
vhb have
pn22 you
vdn done
, ,
po11 my
n1 lord
, ,
pp with
dt the
j dead
n1 body
? ?
vvn Compounded
pn31 it
pp with
n1 dust
, ,
c-crq whereto
pn31|vbz 'tis
n1 kin
. .
vvb Tell
pno12 us
c-crq where
pn31|vbz 'tis
, ,
cst that
pns12 we
vmb may
vvi take
pn31 it
av thence
cc And
vvi bear
pn31 it
p-acp to
dt the
n1 chapel
. .
vdb Do
xx not
vvi believe
pn31 it
. .
vvb Believe
q-crq what
? ?
cst That
pns11 I
vmb can
vvi keep
po22 your
n1 counsel
cc and
xx not
po11 mine
d own
. .
a-acp Besides
, ,
pc-acp to
vbi be
vvn demanded
pp-f of
dt a
n1 sponge
! !
q-crq what
n1 replication
vmd should
vbi be
vvn made
p-acp by
dt the
n1 son
pp-f of
dt a
n1 king
? ?
vvb Take
pn22 you
pno11 me
p-acp for
dt a
n1 sponge
, ,
po11 my
n1 lord
? ?
uh Ay
, ,
n1 sir
, ,
cst that
vvz soaks
a-acp up
dt the
ng1 king's
n1 countenance
, ,
po31 his
n2 rewards
, ,
po31 his
n2 authorities
. .
cc-acp But
d such
n2 officers
vdb do
dt the
n1 king
js best
n1 service
p-acp in
dt the
n1 end
: :
pns31 he
vvz keeps
pno32 them
, ,
av-j like
dt an
n1 ape
, ,
dt an
n1 apple
, ,
p-acp in
dt the
n1 corner
pp-f of
po31 his
n1 jaw
; ;
ord first
vvn mouthed
, ,
pc-acp to
vbi be
ord last
vvn swallowed
: :
c-crq when
pns31 he
vvz needs
r-crq what
pn22 you
vhb have
vvn gleaned
, ,
pn31 it
vbz is
p-acp but
vvg squeezing
pn22 you
, ,
cc and
, ,
n1 sponge
, ,
pn22 you
vmb shall
vbi be
j dry
av again
. .
pns11 I
vvb understand
pn22 you
xx not
, ,
po11 my
n1 lord
. .
pns11 I
vbm am
j glad
pp-f of
pn31 it
: :
dt a
j knavish
n1 speech
vvz sleeps
p-acp in
dt a
j foolish
n1 ear
. .
po11 My
n1 lord
, ,
pn22 you
vmb must
vvi tell
pno12 us
c-crq where
dt the
n1 body
vbz is
, ,
cc and
vvb go
pp with
pno12 us
p-acp to
dt the
n1 king
. .
dt The
n1 body
vbz is
pp with
dt the
n1 king
, ,
cc-acp but
dt the
n1 king
vbz is
xx not
pp with
dt the
n1 body
. .
dt The
n1 king
vbz is
dt a
n1 thing
dt A
n1 thing
, ,
po11 my
n1 lord
! !
pp-f Of
pix nothing
: :
vvb bring
pno11 me
p-acp to
pno31 him
. .
vvb Hide
n1 fox
, ,
cc and
d all
p-acp after
. .
pns11 I
vhb have
vvn sent
pc-acp to
vvi seek
pno31 him
, ,
cc and
pc-acp to
vvi find
dt the
n1 body
. .
c-crq How
j dangerous
vbz is
pn31 it
cst that
d this
n1 man
vvz goes
j loose
! !
av Yet
vmb must
xx not
pns12 we
vvi put
dt the
j strong
n1 law
p-acp on
pno31 him
: :
pns31|vbz He's
vvn loved
pp-f of
dt the
j-vvn distracted
n1 multitude
, ,
r-crq Who
vvb like
xx not
p-acp in
po32 their
n1 judgement
, ,
cc-acp but
po32 their
n2 eyes
; ;
cc And
c-crq where
pn31|vbz 'tis
av so
, ,
dt the
ng1 offender's
n1 scourge
vbz is
vvn weighed
, ,
cc-acp But
av-x never
dt the
n1 offence
. .
pc-acp To
vvi bear
d all
j smooth
cc and
av-j even
, ,
d This
j sudden
vvg sending
pno31 him
av away
vmb must
vvi seem
j Deliberate
n1 pause
: :
n2 diseases
j desperate
vvn grown
p-acp By
j desperate
n1 appliance
vbb are
vvn relieved
, ,
cc Or
xx not
pp at
av-d all
. .
uh-crq How
av now
! !
q-crq what
vhz hath
vvn befallen
? ?
c-crq Where
dt the
j dead
n1 body
vbz is
vvn bestowed
, ,
po11 my
n1 lord
, ,
pns12 We
vmbx cannot
vvi get
pp from
pno31 him
. .
cc-acp But
c-crq where
vbz is
pns31 he
? ?
a-acp Without
, ,
po11 my
n1 lord
; ;
vvn guarded
, ,
pc-acp to
vvi know
po22 your
n1 pleasure
. .
vvb Bring
pno31 him
p-acp before
pno12 us
. .
uh Ho
, ,
vvb bring
p-acp in
dt the
n1 lord
. .
av Now
, ,
np1 Hamlet
, ,
q-crq|vbz where's
np1 Polonius
? ?
pp At
n1 supper
. .
pp At
n1 supper
q-crq where
? ?
xx Not
c-crq where
pns31 he
vvz eats
, ,
cc-acp but
c-crq where
pns31 'a
vbz is
vvn eaten
: :
dt a
j certain
n1 convocation
pp-f of
j politic
n2 worms
vbb are
av-j e'en
pp at
pno31 him
. .
po22 Your
n1 worm
vbz is
po22 your
j only
n1 emperor
p-acp for
n1 diet
: :
pns12 we
j fat
d all
n2 creatures
av else
p-acp to
j fat
pno12 us
, ,
cc and
pns12 we
j fat
px12 ourselves
p-acp for
n2 maggots
: :
po22 your
j fat
n1 king
cc and
po22 your
j lean
n1 beggar
vbz is
p-acp but
j variable
n1 service
, ,
crd two
n2 dishes
, ,
cc-acp but
p-acp to
crd one
n1 table
: :
d|vbz that's
dt the
n1 end
. .
uh Alas
, ,
uh alas
! !
dt A
n1 man
vmb may
vvi fish
pp with
dt the
n1 worm
cst that
vhz hath
vvn eat
pp-f of
dt a
n1 king
, ,
cc and
vvb eat
pp-f of
dt the
n1 fish
cst that
vhz hath
vvn fed
pp-f of
d that
n1 worm
. .
q-crq What
vd2 dost
pns21 thou
vvi mean
p-acp by
d this
? ?
pix Nothing
p-acp but
pc-acp to
vvi show
pn22 you
c-crq how
dt a
n1 king
vmb may
vvi go
dt a
n1 progress
p-acp through
dt the
n2 guts
pp-f of
dt a
n1 beggar
. .
q-crq Where
vbz is
np1 Polonius
? ?
p-acp In
n1 heaven
; ;
vvb send
av thither
pc-acp to
vvi see
: :
cs if
po22 your
n1 messenger
vvb find
pno31 him
xx not
a-acp there
, ,
vvb seek
pno31 him
p-acp i'
dt the
j-jn other
n1 place
px21 yourself
. .
cc-acp But
cs if
av indeed
pn22 you
vvb find
pno31 him
xx not
p-acp within
d this
n1 month
, ,
pn22 you
vmb shall
vvi nose
pno31 him
c-acp as
pn22 you
vvb go
p-acp up
dt the
n2 stairs
pp into
dt the
n1 lobby
. .
vvb Go
vvb seek
pno31 him
a-acp there
. .
pns31 'A
vmb will
vvi stay
c-acp till
pn22 you
vvb come
. .
np1 Hamlet
, ,
d this
n1 deed
, ,
p-acp for
po21 thine
j especial
n1 safety
, ,
r-crq Which
pns12 we
vdb do
vvi tender
, ,
c-acp as
pns12 we
av-jn dearly
vvb grieve
p-acp For
d that
r-crq which
pns21 thou
vh2 hast
vdn done
, ,
vmb must
vvi send
pno21 thee
av hence
pp With
j fiery
n1 quickness
; ;
av therefore
vvb prepare
px21 thyself
; ;
dt The
n1 bark
vbz is
j ready
, ,
cc and
dt the
n1 wind
pp at
n1 help
, ,
dt The
n2 associates
vvb tend
, ,
cc and
d every
n1 thing
vbz is
vvn bent
p-acp For
np1 England
. .
p-acp For
np1 England
! !
uh Ay
, ,
np1 Hamlet
. .
j Good
. .
av So
vbz is
pn31 it
, ,
cs if
pns21 thou
vvd2 knew'st
po12 our
n2 purposes
. .
pns11 I
vvb see
dt a
n1 cherub
cst that
vvz sees
pno32 them
. .
cc-acp But
, ,
vvb come
; ;
p-acp for
np1 England
! !
uh-n Farewell
, ,
j-jn dear
n1 mother
. .
po21 Thy
j-vvg loving
n1 father
, ,
np1 Hamlet
. .
po11 My
n1 mother
: :
n1 father
cc and
n1 mother
vbz is
n1 man
cc and
n1 wife
; ;
n1 man
cc and
n1 wife
vbz is
crd one
n1 flesh
; ;
av so
, ,
po11 my
n1 mother
. .
vvb Come
, ,
p-acp for
np1 England
! !
vvb Follow
pno31 him
pp at
n1 foot
; ;
vvb tempt
pno31 him
pp with
n1 speed
a-acp aboard
; ;
vvb Delay
pn31 it
xx not
; ;
pns11|vmb I'll
vhi have
pno31 him
av hence
av-an to-night
: :
av Away
! !
c-acp for
d every
n1 thing
vbz is
vvn sealed
cc and
vdn done
d That
av else
vvz leans
p-acp on
dt the
n1 affair
: :
vvb pray
pn22 you
, ,
vvb make
n1 haste
. .
cc And
, ,
np1 England
, ,
cs if
po11 my
n1 love
pns21 thou
vv2 hold'st
pp at
pi aught
c-acp As
po11 my
j great
n1 power
av thereof
vmb may
vvi give
pno21 thee
n1 sense
, ,
c-acp Since
av yet
po21 thy
n1 cicatrice
vvz looks
j raw
cc and
j-jn red
p-acp After
dt the
jp Danish
n1 sword
, ,
cc and
po21 thy
j free
n1 awe
vvz Pays
n1 homage
p-acp to
pno12 us
— —
pns21 thou
vm2 mayst
xx not
av-jn coldly
vvi set
po12 Our
j-jn sovereign
n1 process
; ;
r-crq which
vvz imports
pp at
j full
, ,
p-acp By
n2 letters
vvg congruing
p-acp to
d that
n1 effect
, ,
dt The
j present
n1 death
pp-f of
np1 Hamlet
. .
vdb Do
pn31 it
, ,
np1 England
; ;
c-acp For
av-j like
dt the
j hectic
p-acp in
po11 my
n1 blood
pns31 he
vvz rages
, ,
cc And
pns21 thou
vmb must
vvi cure
pno11 me
: :
c-acp till
pns11 I
vvb know
pn31|vbz 'tis
vdn done
, ,
c-crq How
av e'er
po11 my
n2 haps
, ,
po11 my
n2 joys
vbd were
av-x ne'er
vvn begun
. .
vvb Go
, ,
n1 captain
, ,
pp from
pno11 me
vvb greet
dt the
jp Danish
n1 king
; ;
vvb Tell
pno31 him
cst that
, ,
p-acp by
po31 his
n1 license
, ,
np1 Fortinbras
vvz Craves
dt the
n1 conveyance
pp-f of
dt a
j-vvn promised
n1 march
p-acp Over
po31 his
n1 kingdom
. .
pn22 You
vvb know
dt the
n1 rendezvous
. .
cs If
cst that
po31 his
n1 majesty
vmd would
pi aught
pp with
pno12 us
, ,
pns12 We
vmb shall
vvi express
po12 our
n1 duty
p-acp in
po31 his
n1 eye
; ;
cc And
vvb let
pno31 him
vvi know
av so
. .
pns11 I
vmb will
vdi|pn31 do't
, ,
po11 my
n1 lord
. .
vvb Go
av-j softly
a-acp on
. .
j Good
n1 sir
, ,
q-crq whose
n2 powers
vbb are
d these
? ?
pns32 They
vbb are
pp-f of
np1 Norway
, ,
n1 sir
. .
q-crq How
vvn purposed
, ,
n1 sir
, ,
pns11 I
vvb pray
pn22 you
? ?
pp Against
d some
n1 part
pp-f of
np1 Poland
. .
q-crq Who
vvz commands
pno32 them
, ,
n1 sir
? ?
dt The
n1 nephew
p-acp to
j old
np1 Norway
, ,
np1 Fortinbras
. .
vvz Goes
pn31 it
pp against
dt the
n1 main
pp-f of
np1 Poland
, ,
n1 sir
, ,
cc Or
p-acp for
d some
n1 frontier
? ?
av-j Truly
pc-acp to
vvi speak
, ,
cc and
pp with
dx no
n1 addition
, ,
pns12 We
vvb go
pc-acp to
vvi gain
dt a
j little
n1 patch
pp-f of
n1 ground
cst That
vhz hath
p-acp in
pn31 it
dx no
n1 profit
p-acp but
dt the
n1 name
. .
pc-acp To
vvi pay
crd five
n2 ducats
, ,
crd five
, ,
pns11 I
vmd would
xx not
n1 farm
pn31 it
; ;
ccx Nor
vmb will
pn31 it
vvi yield
p-acp to
np1 Norway
cc or
dt the
np1 Pole
dt A
jc ranker
n1 rate
, ,
vmd should
pn31 it
vbi be
vvn sold
p-acp in
n1 fee
. .
uh-crq Why
, ,
av then
dt the
jp Polack
av-x never
vmb will
vvi defend
pn31 it
. .
uh Yes
, ,
pn31 it
vbz is
av already
vvn garrisoned
. .
crd Two
crd thousand
n2 souls
cc and
crd twenty
crd thousand
n2 ducats
vmb Will
xx not
vvi debate
dt the
n1 question
pp-f of
d this
n1 straw
: :
d This
vbz is
dt the
n1 imposthume
pp-f of
d much
n1 wealth
cc and
n1 peace
, ,
cst That
j inward
vvz breaks
, ,
cc and
vvz shows
dx no
n1 cause
p-acp without
c-crq Why
dt the
n1 man
vvz dies
. .
pns11 I
av-j humbly
vvb thank
pn22 you
, ,
n1 sir
. .
np1 God
uh buy
pn22 you
, ,
n1 sir
. .
vmb|pn31 Will't
vvi please
pn22 you
vvi go
, ,
po11 my
n1 lord
? ?
pns11|vmb I'll
vbi be
pp with
pn22 you
av-j straight
. .
vvb Go
dt a
av-j little
a-acp before
. .
c-crq How
d all
n2 occasions
vdb do
vvi inform
pp against
pno11 me
, ,
cc And
vvi spur
po11 my
j dull
n1 revenge
! !
q-crq What
vbz is
dt a
n1 man
, ,
cs If
po31 his
j-jn chief
j good
cc and
n1 market
pp-f of
po31 his
n1 time
vbb Be
p-acp but
pc-acp to
vvi sleep
cc and
vvi feed
? ?
dt a
n1 beast
, ,
av-dx no
av-dc more
. .
av-j Sure
, ,
pns31 he
cst that
vvd made
pno12 us
pp with
d such
j large
n1 discourse
, ,
vvg Looking
p-acp before
cc and
a-acp after
, ,
vvd gave
pno12 us
xx not
d That
n1 capability
cc and
j godlike
n1 reason
pc-acp To
vvi fust
p-acp in
pno12 us
j unused
. .
av Now
, ,
cs whether
pn31 it
vbb be
j Bestial
n1 oblivion
, ,
cc or
d some
j-jn craven
n1 scruple
pp-f Of
vvg thinking
av too
